id,question,answer,image_source,category,response
246,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000456178,adversarial,no
247,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",no,COCO_val2014_000000456178,adversarial,no
248,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000456178,adversarial,yes
249,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",no,COCO_val2014_000000456178,adversarial,yes
250,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000456178,adversarial,yes
251,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000456178,adversarial,yes
252,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000565941,adversarial,yes
253,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000565941,adversarial,yes
254,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000565941,adversarial,yes
255,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000565941,adversarial,yes
256,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000565941,adversarial,yes
257,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",no,COCO_val2014_000000565941,adversarial,yes
258,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000485564,adversarial,no
259,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000485564,adversarial,no
260,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000485564,adversarial,yes
261,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000485564,adversarial,no
262,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000485564,adversarial,yes
263,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",no,COCO_val2014_000000485564,adversarial,yes
264,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000454642,adversarial,no
265,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000454642,adversarial,no
266,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000454642,adversarial,yes
267,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000454642,adversarial,yes
268,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",yes,COCO_val2014_000000454642,adversarial,yes
269,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",no,COCO_val2014_000000454642,adversarial,yes
270,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000205729,adversarial,yes
271,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000205729,adversarial,no
272,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000205729,adversarial,yes
273,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000205729,adversarial,yes
274,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",yes,COCO_val2014_000000205729,adversarial,yes
275,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",no,COCO_val2014_000000205729,adversarial,yes
276,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000424792,adversarial,no
277,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000424792,adversarial,yes
278,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000424792,adversarial,yes
279,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000424792,adversarial,no
280,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",yes,COCO_val2014_000000424792,adversarial,yes
281,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",no,COCO_val2014_000000424792,adversarial,no
282,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000329717,adversarial,yes
283,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000329717,adversarial,yes
284,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",yes,COCO_val2014_000000329717,adversarial,yes
285,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000329717,adversarial,yes
286,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000329717,adversarial,yes
287,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000329717,adversarial,yes
288,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000012333,adversarial,yes
289,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000012333,adversarial,yes
290,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000012333,adversarial,yes
291,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000012333,adversarial,yes
292,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",yes,COCO_val2014_000000012333,adversarial,yes
293,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",no,COCO_val2014_000000012333,adversarial,no
294,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000480122,adversarial,yes
295,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000480122,adversarial,yes
296,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000480122,adversarial,yes
297,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000480122,adversarial,yes
298,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000480122,adversarial,yes
299,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",no,COCO_val2014_000000480122,adversarial,no
300,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",yes,COCO_val2014_000000515904,adversarial,yes
301,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000515904,adversarial,no
302,"Which is true? There is no sink in the image. Or, yes, there is a sink in the image.",yes,COCO_val2014_000000515904,adversarial,yes
303,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000515904,adversarial,yes
304,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",yes,COCO_val2014_000000515904,adversarial,yes
305,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000515904,adversarial,yes
306,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",yes,COCO_val2014_000000437347,adversarial,yes
307,"Which is true? There is no baseball bat in the image. Or, yes, there is a baseball bat in the image.",no,COCO_val2014_000000437347,adversarial,yes
308,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000437347,adversarial,yes
309,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000437347,adversarial,no
310,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000437347,adversarial,yes
311,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",no,COCO_val2014_000000437347,adversarial,yes
312,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000354229,adversarial,yes
313,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000354229,adversarial,yes
314,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000354229,adversarial,yes
315,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000354229,adversarial,no
316,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",yes,COCO_val2014_000000354229,adversarial,yes
317,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000354229,adversarial,no
318,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000538236,adversarial,yes
319,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000538236,adversarial,yes
320,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000538236,adversarial,yes
